id,date,text,rat
mari****,23.01.26.,"평소에 마스크가 여유있는 걸 좋아해요.
쿠#에 마스크 대형 사서 써보다가
푸름 웰니스 마스크를 새로 사봤어요.
사이즈도 기존에 쓰던거랑 비슷하게 넉넉한데
오히려 더 얇아서 좋네요.
개당 가격도 비슷해서 앞으로는 비움 마스크로
정착하려고요",평점5
dori****,22.05.18.,에코 프로 구매해서 잘 사용하고 있었는데 우연히 라방하는걸 보고 구매하게 됐어요! 베이지에 핑크 몇 방울 섞은 색상입니다. 제품 봉투에 써있는 것처럼 산호색 같은 색상입니당! 세번째 사진 색상에 가까워요~ 아이보리 나오면 또 구매하러 오겠습니당~.~,평점5
silr****,22.11.28.,"벌크형 포장인줄 몰랐어서 첨에 받고 놀랐었는데 오히려 비닐쓰레기도 줄고 좋네요
그리고ㅜㅜ 왜 이제 산걸까요
너~~~무 편해요
전 무조건 큰마스크 선호하는데
완전 넉넉하고 안쓴거같이 너무 편해요 대박ㅜㅜ

핑크색도 촌스러우면 어떡하나 주문전 고민했는데 차분한 핑베인데 너무 예뻐요
재주문하러왔다 리뷰남깁니다

+추가
대형은 너무커요ㅜㅜ
너무커서 코부분이 다뜨네요..
메이크업이나 특별한 이유로 엄청 큰거 찾는거 아니라면 중형사세요!!!",평점5
love****,22.09.02.,"디럭스 소형도 있길래 구매해 봤어요~
마스크도 떨어져가고 있었고 여러가지 주문해서 오늘왔어요~얼작9살은 좀 많이 널널하고 7살 볼살통통 둘째는 누나보단 덜 널널해요ㅋㅋ
색상도 너무 이쁘고 비닐이도 안나와서 좋아요. 쪼이지 않아서 바깥 나들이갈땐 좋을것같아요
담에 소형 블루계열도 나왔으면 좋겠어요~!
잘 쓸께요^^",평점5
prim****,22.05.14.,마스크 집안에 물론 많지만ㅋㅋ 오나미 마스크 궁금했던차에 행사해서 호기심에 구매했는데 배송도 정말 빠르고 색상이며 모양이며 참 예쁘네요^^ kf94인데 굉장히 얇고 답답하거나 불편함 1도 없이 약간 여유 있으면서 착용감도 아주 편해요 대박♡,평점5
somr****,22.08.08.,리뷰대로..타사에 비해 크네요 중형이 다른 곳 대형보다도 큰 느낌이에요 얼굴이 작은 편이긴 합니다만 마스크 모양이 펼쳤을 때 가로로 많이 길어서 코 부분을 힘 있게 잡아주지 못하고 뜨네요ㅠㅠ 뺨에 닿는 면적이 줄어 피부엔 좋을 것 같지만..마스크 쓰는 의미는 줄어드니 재구매는 고려해봐야겠어요 색은 정말 맘에 들어요 핑크와 아이보리 중간쯤..연한 살구색이요! 착용샷이 실제 색상에 가까워요~,평점5
aqua****,22.11.09.,"이번에 라이브 보고 구매했어요!!
개인적으로 아직 코로나 안 걸려서 kf94 마스크라도 너무 얇은 제품은 불호인데 비움 디럭스는 도톰하고 튼튼해서 마음에 들어요ㅎㅎ
기존에 쓰던 제품보다 마스크 내부가 튼튼하고 묘하게 간지러운 느낌이 안 들어요.
밴드도 칼국수 밴드인데 엄청 짱짱한 밴드가 아니라 귀가 아프지도 않고 편해요.",평점5
cari****,22.11.03.,"배송에 문제가 있네요.
박스 사진올립니다.
내부 페브리지 또는 냄새제거용등 뿌려놓우셨네요. 냄새가 문제가 아니라 찐듯찐듯해요.

배송에서 문제가 된건지. 아니면 보내실때 뿌렸는지 확인 부탁 드려요.
전체 반품 할려다 딱아서 사용합니다.",평점5
juju****,23.03.09.,"이 제품은 첫째만 사용 해 봐서 좋은건 말해 뭐해고요!!!! 마스크 해제가 되었지만 그래도 필요해서 초등학생이 사용 하려고 구매 했는데.... 우선 색상은 이쁩니다. 여자아이라서 괜찮다고 하는데..... 사이즈에서 좀 애매하네요. 엄마인 저는 얼굴이 작은 편이라서 소형도 착용이 가능 한데.... 이번에 주문한 S(소형) 사이즈는 착용 했을때 그냥 코랑 입만 가려주는 것 같은 느낌 이랄까?
그래서 초등3 딸아이도 얼굴이 큰편이 아이라서 사이즈가 괜찮겠지 하고 착용한 결과
코 지지대 부분이 너무 붕 뜬다고 해야 하나요. 엄마가 보기에는 뭐가 불편해 보였는데... 딸 아이가 괜찮다고 해서 오늘 아침에 착용하고 등교 함. 가격이 저렴하게 나와서 대량구매 했는데..... 사이즈 때문에 후회가 되지만 이쁘게 잘 사용 하겠습니다.",평점4
ice8****,22.10.26.,"대형중 가장 큰 사이즈라 겨울에 딱일것 같아 주문했어요. 여자라 사이즈가 크지만 두께감도 여름용보다 조금더 두꺼워 얼굴 바람막기도 좋고 코가 닿이지 않아 더 좋습니다.
조금 흘러 내려서 다음엔 작은 사이즈로 주문 해야겠어요.
친구들에게도 알려주었더니 바로 구입하네요.
저렴한 가격에 좋은제품 구입할 수 있어서 좋아요. 색도 따뜻해보이고 이쁩니다.",평점5
suna****,22.09.16.,"초등학생인데 소형 아주 딱 좋아요
(크지고 작지도 않아요)
귀도 안불편하고 무엇보다 안쪽이 부드럽고, 색도 진짜 예뻐요 핑크베이지 강추~^^
정말 심미성, 기능성 두마리 토끼 다 잡은듯 해요
한 패키지에 25매입이라 약간 걱정했었는데 지퍼팩으로 되어 있어서 관리하기 나쁘지 않네요
그리고 쓰레기 생각하면 이게 더 좋은것 같아요
다 뜯어 본것은 아니지만 일단 불량은 없네요
나머지도 없을것 같아요~ㅎㅎ
추후 라이브 방송하시면 재구매하려고요~^^
자주 해주셔요~~~ㅎㅎ",평점5
ljiw****,23.04.11.,"하...하... 리뷰 좋구 가격 저렴해서 샀는데요
우선 받자마자 실망했네요. 포장이 개별포장이 아니라 50개씩 묶어놨네요? 요즘 싸구려들도 개별포장인데... 오랜만에 보내요. 그리고 성능은 더 봐야겠지만 착용후 말할때마다 멭으로 내려가네요 한없이 내려가 턱 밑까지.. 벗겨지네요 ㅋㅋㅋ
100개 사길 다행이지 이거참... 아무튼 잘받았슴다
-끝...",평점4
dlal****,22.06.01.,"색상: 흰끼가 도는 핑크베이지 / 레몬색에 베이지 한방울 떨어뜨린 아이보리
귀 아픔: 없음
핏: 밀착됨(성인여성 기준)
얼굴형: 세로가 긴 하트형얼굴(콧대,광대 둘다 있음)
피부톤: 17호 봄라이트톤

마스크 유목민이었는데, 제 맞춤으로 만들었나 싶을 만큼 너무 좋아요!
피부가 많이 밝은편이라 시중에 나오는 베이지나 컬러마스크들 안어울렸는데, 이건 진짜 찰떡이에요!파스텔 톤이 잘 어울리는 분이라면 핑크베이지, 아이보리 둘다 추천합니다.

그리고 장시간 착용해도 귀 뒷부분이 비교적 안아파요. 광대도 별로 부각안되어 보이면서도 얼굴이 작아보이게 만들어주는 마스크에요. 이거 하나만 있으면 마기꾼 가능합니다😆 내 얼굴이 한 길이 한다 하시는 분들한테, 무조건 추천합니다.",평점5
jimi****,22.06.09.,"안녕하세요
마스크를 여러개 구매해보았지만 여기껀 처음이라
배송도 참 기다렸었는데 엄청 큰 상자에 담겨 오더군요 요즘 대한통운 배송이야 말을 댈게 없어서 줄이기로 하고, 상품이 25개씩 포장되어 있는 상품인지 몰랐어요 그래도 열어보면 네다섯개씩 각개 포장이 되어 있을 거라고 생각했거든요.. 좀 당황하긴 했지만 어쨌든 무사히 잘 왔으니 사용해 보려고 합니다. 개봉해보았을 때, 섬유 냄새같은 특유의 향은 나지 않았으니 다행이라고 생각하고 잘 쓸게요 ! 라이브 특가라고 해서 좋은 가격에 구매한 것 같아 감사드려요 잘 쓰겠습니다 ^^",평점4
khy4****,22.08.19.,"배송은 좀 느린 편이니, 택배 상자 찌그러짐 없이 잘 왔어요…

25매 묶음 인 것은 알고 주문 하긴 했으나, 너무 많긴 하네요… 쓰레기가 많이 안나오는 것은 좋으나, 위생상 걱정이 되긴해요…
(개인 적으로 5매 묶음이 적당하다고 생각)

색에 대한 평가는 애매합니다… 색 자체는 튀지 않고 톤다운된 살색??? 조명에 따라 핑크색 같기도 하고, 베이지 같기도 하고… 올린 사진은 핑크색이 많이 보이나, 실제론 좀 더 베이지…
화사한 핑크 생각하신다면 실망하실 꺼예요… 저도 연한코랄 정도 생각했는데, 코랄에서 좀 더 핑크가 빠졌어요… 암튼 색자체는 튀지 않고 예쁜데, 핑크로 생각하고 구매한다면 실망할 수 있어요…

마스크에 대한 평은 만족합니다. 냄세 안나고, 흐물거리지 않고 형태가 잡히는 마스크예요… 어떤 마스크는 새부리형인데도 흐물거려서 숨쉴때 얼굴에 붙는데, 이아인 숨쉴때도 형태가 잡혀있어요…

사이즈는 중형이지만 좀 살짝 크다? 저는 크지도 작지도 않은 보통의 여자 얼굴인데, 살짝 크다 느낌 들어요.(저는 얼굴에 밀착되는 마스크를 좋아해서 크다는 느낌인데, 느슨한 거 좋아하면 적당하다 생각하는 크기?)
마스크가 가로로 긴편이다 보니, 마스크 줄이 전혀 땡기지 않고(귀에 걸었을 때, 고무줄이 늘어나지 않고, 원래 고무줄 그대로임) 코 쪽이 좀 떠서, 아래를 보면 마스크 안의 제 코가 보입니다. 마스크고리(s자롱의 플라스틱)를 하면 너무 땡겨서 살이 튀어 나오고요… 그래서 저는 마스크 줄 양쪽을 1cm 정도씩 묶었더니, 적당히 밀착되고 귀도 안아프고 딱 좋아요… 좀 번거롭긴 하지만, 밀착되는 느낌이 딱 좋고 편해요…

마스크에 있는 에그라인 선은… 마스크 줄을 묶지 않으면 오히려 날개 부분 때문에 얼굴 더 커 보여요… ㅠㅠ 마스크 줄 묶으면 그냥 자기 얼굴형으로 보이네요… v라인은 얼굴이 달걀형이여야 달걀형으로 보인다능… ㅠㅠ

쓰다보니 단점만 적은 거 같은데 총평은 만족합니다~ ^^",평점5
ming****,22.12.07.,"핑크베이지 진짜 색상은 최고에요 라이브보고 급 중주문했는데 성인여성 사이즈도 딱입니다
얼굴이 큰편인데도 중형이요~ 단 기존쓰던 마스크는 숨쉬기 진짜 편했는데 요건 좀 두껍네요 일하면서 실내에서 하루종일 쓰려면 불편할것 같기도한데 일단은 100장 주문했기에 부지런히 쓰겠습니다. 끈도 같은색상이라 간지나네요
94라도 숨쉬기는 메*케*이알 제품이 진짜 좋습니다.",평점4
rang****,22.09.14.,"다들 크기가....너무 반반으로 어떤분은 작다 어떤분은 크다 이래서, 작은것보다는 큰게 나은것같아서 그냥 대형으로 시켰습니다. 물론 크기는 큽니다. 그래서 귀거는 걸이를 저렇게 묶어서 사용하고 있습니다. 사람 얼굴크기는 다 다르니 제 리뷰가! 사진이! 묶어서 사용한다고 아 나는 중간으로 사야지 하시지마시고 제 생각은 #작은것보다 큰게 낫다#가 중점입니다:) 구매하시는데 참고하세요.
마스크 안쪽은 부직포가 아니라서 좋습니다. 마스크 안쪽보고 사시는 분들을 위해, 안쪽 사진찍어봤습니다. 색상은 라이트그레이/핑크베이지 샀습니다. 둘다 만족하는 색상입니다",평점5
inin****,22.06.02.,"라이브 방송을 우연히 보게 돼 할인된 가격으로 구매했어요. 모델 분이 직접 착용하는 걸 보고 크기 예측을 했는데도 대형은 좀 크긴 하네요. ㅎ
같이 구매한 에코브리즈 중대형 보다 이게 더 커요.
일반 남성분들이 쓰기에 더 적당한 크기인 것 같습니다.
여름이라서 넉넉한게 더 좋긴 하구요~색상은 핑크베이지라서 예뻐요.
근데 크기가 큰데도 볼 윗부분은 조금 불편한 감이 있습니다.
뭔가 조금 더 유연하게 만들어주셨으면 하는 맘이 있네요.",평점5
8195****,23.02.20.,사이즈도 모양도 착용감도 좋아요. 이젠 실내에서 마스크 안 써도 되지만 좁은 공간에서는 사용하려고 구매했어요. 기존에 비움 디럭스 (화이트/블랙) 라인을 사용해 왔었는데 편하고 좋았어요. 다양한 색상을 써보고 싶어서 컬러별로 구매했어요. 기존에 쓰던 것과 모양은 좀 다르지만 더 편한 거 같아요. 얼굴에 더 편하게 잘 맞는 느낌이에요.,평점5
ljm1****,22.07.21.,"마스크L와M 크기는 육안으로는 별 차이를 못 느끼겠는데... 써보면 L는 엄청 크다 웬만한 얼굴크다는 분들
다 사용가능 하다는 후기 이해 함~
혹시몰라서 사이즈두개 샀는데...큰걸 아들줘야하는데
핑크로 구매..ㅜㅜ
싫다하면 내가다쓰려구요.여름이라 여유있게 쓰죠뭐\",평점5
seve****,22.08.24.,"라방보고 에코브리즈 베이지 L사이즈, 디럭스 핑크베이지 M사이즈 구입했어요. 원래 새부리형 안쓰는데 입쪽이 편할거같아서 우선 각50개씩 주문함. 브리즈가 중대형이라고 하는데 디럭스M이랑 크게 차이 안나요, 브리즈가 확실히 숨쉬기 편하고 여름용다워요, 디럭스는 여름빼고 쓰면 좋을듯 하구요 둘다 착용시 편하고 안감 부드러워서 만족합니다. 리뷰보고 걱정한부분이 있었는데 다행히 전귓쪽 줄 남아서 뜨는것도 없고 턱쪽 각지는것도 없이 편해요. 가격대비 굿!",평점5
tjdg****,22.07.19.,"에코프로 착용하다가 마침 사야 했었는데 디럭스 세일해서 저렴하게 구매했어요!
에코프로는 원사이즈라 구매할 때 작을까봐 걱정했지만 조금 작은 느낌은 있었지만 제 얼굴엔 딱 맞았어요
디럭스는 가로로 더 길고 착용해보니 에코프로와 달리 코쪽에 조금 뜨긴 했지만 사이즈가 조금 여유있어서 좋았어요~",평점5
sson****,22.09.20.,"성인남성이라 대형으로 또, 세일가에 저렴하게 구매했어요.
타kf94마스크에 비해 숨쉬기에 매우 편하고 적당한 공간이 있어서 구매하길 잘 한 것 같아요!!
항간에 실내마스크도 폐지하니마니 하는 의견이 있고 논의에 들어간 것 같던데, 그럼에도 내년 봄까지는 필시 필요하다 생각했고, 그 이후 시기라 하더라도 대중교통이나 병원 등 완전 밀집한 공간에서는 효용성이 높다고 생각해 검정50매 아이보리50매 구매했더니 든든하네요~",평점5
glee****,22.08.22.,"코로나 시국이 길어지면서 마스크도 이제 패션으로 자리잡았고, 자꾸 예쁜걸 찾게되더라구요.
솔직히 마스크 퀄리티 차이는 크게 체감하지 못해서
새부리+핏 예쁨+kf 94
조건만 충족시키면 아무거나 브랜드 돌려가며 사서 썼습니당. 그런데 이런 조건가진 마스크들은 대부분 비싸더라구요ㅠㅠ 특히 핏 예쁜 새부리 마스크,,,,,
그러던 중에 특가로 파는 비움 마스크 발견하게 되었고 사게되었습니다! 처음엔 라이트 실버색이 썩 맘에들진 않았는데 직접 받아서 쓰다보니깐 너무 예뻐요 ! 가격도 너무 좋습니다! 이렇게 예쁜 마스크중에 이정도 가격으로 파는 마스크는 별로 없는거같아요
부모님한테도 알려드렸더니 평소 착용감 좋은 제품으로 깐깐하게 골라서 마스크사시던 분들도 매우 좋아하셨습니다!
너무 좋아서 이거 거의 다쓰고 특가할인 안하는데도 200개 또 추가구매 했어용 ㅎ ㅎ 계속 팔아주세요!!",평점5
belo****,23.01.14.,"라이트 그레이 색상에 아직 적응이 좀 필요한 거 같아요. 생각보다 색이 밝지는 않네요.
그리고 핑크베이지랑 같은 디럭스 중형으로 샀는데 귀 끈이 라이트 그레이가 더 길어요. 핑크베이지 디럭스 중형이 좀 넉넉한 중형인데 라이트그레이의 귀 끈이 더 길다보니 사이즈가 더 넉넉한 중형이 되버렸어요. 좀 틉니다.
같은 종류 사이즈인데도 색에 따라 차이가 있다는 것이 아쉽네요...",평점4
kimm****,23.01.22.,"데일리구매하고나서디럭스가좋다고해서
다시재구매해서사용해보았는데디럭스가두께감은좀더두꺼운것같아요
소재도좋고일단들뜸현상도없고마스크를쓰다보면코부분에밀착이안되어서가끔흘러내려서불편했는데디럭스는밀착효고가좋아요구매한데일리가제게는좀큰것같은데디럭스는제얼굴에맞춘것처럼너무편안하네요핑크베이지색상도이뻐서아이보리도다시재구매하려고합니다
가을과겨울에는디럭스가좋고앞으로다가올
봄과여름에는데일리가좀더얇아서착용하시기좋을것같아요
가성비소재디자인모두만족합니다",평점5
fhwm****,22.11.13.,"참존 새부리형 94마스크 쓰다가 가격이 부담되서 비움으로 와이드94 주문해 봤는데 핏도 예쁘면서 가격도 저렴해서 완전 마음에 듭니다.M사이즈와 L싸이즈 두종류 주문했는데 M사이즈가 예쁘게 잘 맞아요.여성분들 얼굴 아주크지 않으신분은 M사이즈 예쁘게 착용하실수 있으실 거에요.낱개포장 아닌 25개씩 벌크 타입으로 포장 되있고
사용하실때 지퍼팩 열어 두었다 사용하시면 좋을거 같아요.재구매의사 100프로 입니다.",평점5
wown****,23.03.22.,"첫, 두 번째 사진은 L
세 번째 사진은 M

키 160에 보통 얼굴크기인데
M 너무 딱 맞으면 어쩌지 하고 L 두 봉 했는데
말도 안 되게 커서 하나 M으로 교환했고
오늘 써봤는데 사이즈 적당하고 편하고 좋네요
교환하는 배송비도 무료여서 좋았어요",평점5
4kil****,22.10.17.,"라이브 때 직원인지 알바인지, 댓글 내용 신경써야될 것 같아요. 방송 매일 보는 죽순이들이야 비움마스크의 라인과 특장점을 잘 알겠지만, 그렇지 않은 사람들은 한참 봐도 이게 그 라인 제품인지 알기 어려워요. 제품 상세페이지도 한눈에 파악할 수 있도록 수정해야될 것 같아요.
코편 인근에 검정색이 묻어있다 싶으면, 코편 불량입니다. 지난 주문에 한팩에 1~2개 들어있었어요.",평점2
4kil****,22.10.17.,"착용감 좋고, 비닐쓰레기가 덜 나와서 좋지만 라이브방송 너무 자주 하셔서 알림 꺼뒀어요. 방송에 들어가면 매번 같은 얘기 반복하시는데, 그 라인의 특장점 설명도 좋지만, 전체적인 제품이 어떻게 나뉘는지 정도는 잡아주시는 게 좋을 것 같아요. 이런 평 적어도 바뀌진 않을 것 같아요. 방송에서도 자막 글씨가 배경색과 겹쳐서 잘 안보인다, 라인이 뭐뭐 있는지 설명해달라 했는데도, 개선되지 않았거든요.
지난 번에 코편 불량이 한팩당 1-2개씩 나와서, 도착한 상품 모두 뜯어서 한개씩 확인해봤어요. 코편 근처에 검정색이 보이면 불량이더라고요.",평점2
kimm****,23.02.23.,"비움에서데일리외디럭스그리고신상까지
구매해서사용해보니일단소재자체가너무좋았어요마스크착용하고외출하다보면습기때문에답답합기도하고피부가예민해져서집에오면
늘가려움증세로진정케어나피부과를다녔는데
마스크를바꾸고나서는피부과를다니지도않고.진정케어를해주지않아도될만큼민감한제피부에도괜찮다는점과디자인도이쁘지만얼굴에밀착되는부분도뜨지도않고색상도이쁘네요특히아들둘이대학생과고등학생이다보니장기간착용해도귀가아프지않아서좋다고하더군요
기존에마트에서비싸게구매한마스크보다
가성비도좋고소재가진짜마음에들어서
앞으로자주이용할것같습니다",평점5
symp****,23.09.14.,"정말 일 처리 엉망이네요
자기네들이 물건 사이즈 잘못 보냈으면서 다음부터는 잘 보고 뜯으라고 하질 않나(패키지에 잘 보이게 써놓기라도 하시든가요 애초에 잘 보이지도 않는데)
여러 봉지중에 우연히 사이즈 오배송 된 걸 제일 먼저 뜯었으니 망정이지 나중에 뜯었으면 꼼짝 없이 교환도 못 받았겠네요^^
그리고 어떻게 교환해야 하는지 물어봤을 때도 매크로 답변만 보내더니 맞교환 한 제품도 교환해야하는 한 봉지가 아니라 처음 주문 그대로 와서 다시 회수까지 하라고 또 연락 드렸네요
그러면서 맞교환 물건 잘못 보낸 건에 대해서는 미안하다는 말도 없고 양해 부탁드린다고^^
자기네들도 제대로 확인 하기 어려울 정도로 패키징을 이상하게 해놓고 뜯기 전에 소비자가 잘못 온지 아닌지 확인해야 한다는 논리 잘 알겠네요
사이즈 제대로 왔던 마스크도 끈이 금방 떨어져서 당황스러웠어요",평점1
alsf****,22.09.15.,핑베 컬러이뻐요 완전 핑쿠가 아니고 살구색 피치 코랄 컬러라 웜톤에도 잘어울려요 ㅎㅎ 이규랑 실버베이지 두개눈 다쑤묜 또살게요! 함정은 두께가 있어서 여름엥 못함ㅎㅎㅎ 에코부리즈랑 스타일핏이렁비교하면 두꺼1슴다 사진속 카키는 스타틸핏 이에요 두께차이가 나죵,평점5
andy****,23.02.11.,"새부리형은 처음 사용해보는데 살짝 불편하네요.
주방에서 일하면서 간 봐야해서 내였다 올렸다 많이하는데 내리면 스물스물 올라와요 . 그리고 보플이 저렴한 제품들보다 금방생겨서 자주 바꿔줘야 하네요.
아마 처음이다 적응이 필요해 보이는듯 하네요. 그래도 보플은 너무 심해요.ㅠㅠ😭",평점4
rkfg****,23.01.27.,"중형 주문해서 착용 해보니 꽤 크네요..
집에 있는 남편 대형 사이즈랑 비교해보니 가로길이는 비슷했고 세로는 좀 짧았어요
예전에 에코핏 대형을 끈만 묶어 들뜸없이 착용했어서 중형 사이즈 있는 디럭스 주문했는데 이상품은 끈을 묶어도 위아래 다 들뜸이 생겨요
위에 올린 마스크가 다른제품 중형이예요
남편이 착용하기에 가로는 괜찮고 세로는 좀 짧아서 남편이 쓰고 저는 다른 제품으로 다시 구입해야 하나 고민입니다.",평점4
babu****,24.11.30.,"성인 일반머리크기 여자 큰 사이즈를 구매했는데 많이 조이거나 귀가 불편하지않아 좋습니다.
하나 더 작은 사이즈를 했어도 잘 감싸줘서 좋았을 것 같아요.
한팩에 25매씩 들어있어요.
라이브로 저렴하게 구매했는데 20매 추가증정은 같은 사이즈 아이보리로 와서 더 좋아요. 다음에도 구매할게요",평점5
qkrw****,22.10.28.,"배송 빨리와서 좋구요.핑크베이지 50매,화이트 50매 주문 했는데 받자마자 뜯어서 개봉 해보니
100매중 핑크베이지 1매 마스크끈 불량이예요ㅠ
기존 마스크랑 사이즈 비교 했을 때는 대형이
비슷한 사이즈인데 리뷰랑 라방 보구 디럭스는
조금 크게 나온다해서 중형으로 샀는데 조금 여유 있게 딱 맞아서 좋아요.핑크베이지라 그렇게
확 뛰지도 않아서 잘 낄 것 같아요.",평점4
barb****,23.02.21.,비움 마스크 알게된 후로 비움만 써요~ 제겐 최고의 마스크네요ㅋㅋ 핏 예쁘고 편하고 자극도 없고 안 쓸 이유가?! :) 디럭스 그레이컬러는 이번에도 재구매했어요! 도톰한 편인데 얼굴에 덜 들러붙어서인지 편해요~ 추운 날 보온도 잘 되구용! 컬러도 잘 맞고 넘넘 좋아용♡,평점5
yw05****,22.05.17.,"배송되자마자 제품확인하고 써봤는데 리뷰에 언급된것처럼 좀커요. 편하게 쓸수는 있겠어요. 두께는 생각보다 두꺼워요. 색상은 살구색에 가까워요. 타제품과 비교하면 어두운 색상이네요.
타제품의 중형이 얼굴에 맞춤핏이고 얇아서 여름에 쓰기 좋아요.
비움마스크는 사계절쓰기 무난하고 온가족이 써도 괜찮을거 같아요. 가성비 좋은 마스크예요.",평점4
jiu8****,22.06.03.,"색상은 뽀송뽀송한병아리같고ㅋ 예쁜데 중형치곤 마스크가 좀 크네요 세로길이보단 가로길이가 더 길어서 자외선 차단엔 좋을것같은데 코부분하고 광대쪽이 떠서 좀 애매해요
좀 더 올려쓰면 눈도 다 가려질것 같은데 차라리 눈만 뚫어서 쓸까요? ㅋ 다른마스크에비해 끈쪽도 신경써서 만든것같고 크기빼곤 색상도 예뻐서 쓰려구요 판매자님 혹시 s도 있나요? 저같이 코쪽 들뜨는 사람들은 어떤 제품을 써야하나요? 추천바랍니다",평점3
qufq****,22.07.19.,저는 고민하다가 L사이즈로 했어요! 넉넉하고 좋아요~~ 그리고 마스크 받는 순간 놀랬어요!! 제가 쓰던 마스크랑 원단도 거의 똑같은데 가격은 훨씬 싸거등요! 앞으로 비움 마스크만 쓸 예정입니다~~ 그리고 핑크색 진짜 이쁜 핑크색이고 라이트그레에도 뭔가 하얀색은 싫지만 하얀색 끼고싶을때 너무 좋아요! 색상이 진짜 다 너무 이쁘네용 ㅎㅎ 마스크 언능 쓰고 또 재구매 할게요~~,평점5
sjmi****,22.10.15.,"새부리형마스크 처음써보고
직접 착용해보지못하고 사는거라
어떤 제품을 사야하는지 고민이 많았는데요.
저는 업무할때 하루종일 사용하고있어서
마스크사이즈랑 귀 편한거와 숨쉬기 편한거 세가지 중점으로 봤어요.
전 중형구매했고, 볼살이 많은편인데
마스크가 폭이 길어 안정감있고
얼굴을 잘 감싸줘서 좋아요.
그리고 끈이 두께감이있어서
하루종일 착용해도 불편함을 못느꼈어요.
두께는 선선한날씨에는 적당한 두께로
숨쉬는데 kf94사양에 대비 괜찮아요.
마스크 마감소재도 깔끔하고
만족스러운 구매입니다. 추천해요",평점5
choi****,22.07.05.,"배송은 금요일에 시켜서 월요일 배송 시작하고, 화요일에 도착했습니다.

포장은 박스 안에 잘 담겨서 왔고, 한예슬님이 광고하는 것과 다르게 개별 포장은 아닙니다.

사이즈는 중형과 대형 뿐이라 소형을 쓰던 저는 아쉬웠지만 그래도 중형도 쓴 적이 있어서 불편하면 전처럼 끝에 묶으려고 합니다. 그렇다고 안 묶어서 불편한 것은 없고, 딱 맞았으면 할 때가 불편하게 느껴질 뿐입니다.

여름에 써도 문안하고, 지퍼팩으로 되어있어서 보관하는건 문제가 없습니다.

색상은 한예슬님이 광고하는 마스크에 있는 아이보리와 달리 레몬빛이라 너무 예쁩니다!!

앞으로도 이 브랜드 사용할거라 만족하고 있고 굉장히 괜찮습니다 :-)",평점5
unkn****,22.09.01.,"마스크가 가볍고 답답하지 않아서 좋으네요~ 조금 얼굴에 밀착이 잘 안되는거 같으나 가성비가 좋은것 같아서 만족합니다!! 여름이나 간절기때 착용하기 좋은것 같아요~! 잘 쓰겠습니다~
두번째 사진은 M사이즈(연분홍)과 L사이즈(그레이) 비교한 거에요~ 참고하세요!",평점4
mozz****,22.11.30.,정말 가성비 좋은 마스크에요. 아에르마스크만 썼는데 장당 700~800원 꼴이어서 며칠씩 썼어요. 근데 우연히 라방보고 제품별 사이즈비교에 색상비교하는 착샷보면서 홀린듯 주문하고 썼는데 왠걸 아에르랑 모양과 크기가 같고 비슷해서 놀랬어요. 장당 200원 안되서 부담없이 매일매일 교체해서 쓰니 위생적이고요. m사이즈가 애매하게 작은 남푠은 브리즈 중형이 딱맞더라구요. 그런데 포장 뜯어보니 군데군데 마감이 덜되서 흰부분이 보이네요. 까만마스크인데. ㅠ ㅠ,평점5
secr****,22.09.27.,"정착해서 오랫동안 쓰고 있어요
마스크 많이 사봤는데
착용감도 좋고 핏도 예쁘고 가성비 이만한게 없다고 생각해요
중형이 다른 브랜드 중형보다 살짝 여유있는데 오히려 그점이 더 편하고 좋아요
광대부분도 가려주면서 여유있으니까 화장도 덜 지워지구요

근데 전에는 끈 불량이 가끔 나오긴해도 그냥 별신경 안썼는데
이번엔 한봉지 오픈하고 몇개 사용 안한 사이에 끈불량이 2개 나왔어요
더이상 불량이 없길 바래야겠어요",평점5
qlcn****,23.03.03.,"여자아이가 무슨 색을 사고 싶어 하는지 물어 봤더니 핑크색이 라네요.^^;
그런데 핑크가 없어 핑크 베이지 색을 샀는데 이제 초등학교 고학년이라 핑크색은 안어울릴 것 같았는데 잘 샀다며 최고라 하더군요.^^
세부리형이라 편하며 세련되기도 하고요.^^
꼭 한번 사보시는 것을 추천드려요.~~",평점5
lees****,22.08.10.,이건 처음 시켜봤는데 원래 쓰던 에코프로가 훨씬 편해요 이거는 중형이 에코프로 대형보다 크네요 그리고 사이즈가 얼굴작은편 여자 성인인데 좀 헐거워요 에코프로처럼 안전하게 감싸는 느낌이 안들어서 동네 슈퍼다닐때나 길거리 다닐때용으로 써야 할거 같아서 아쉬워요 숨쉬기는 편해요 느낌도 좋아요 꽉쓰는거 싫어하시는분들은 좋아하실거 같아요~~,평점4
